time,player,team,value
2015,T.J. Yates,HOU,1534.0
2017,T.J. Yates,HOU,2057.0
2024,Tanner McKee,PHI,323.0
2006,Tarvaris Jackson,MIN,475.0
2007,Tarvaris Jackson,MIN,2386.0
2008,Tarvaris Jackson,MIN,3442.0
2009,Tarvaris Jackson,MIN,3643.0
2010,Tarvaris Jackson,MIN,3984.0
2011,Tarvaris Jackson,SEA,7075.0
2013,Tarvaris Jackson,SEA,7226.0
2014,Tarvaris Jackson,SEA,7226.0
2015,Tarvaris Jackson,SEA,7263.0
2017,Taylor Heinicke,HOU,10.0
2018,Taylor Heinicke,CAR,330.0
2020,Taylor Heinicke,WAS,467.0
2021,Taylor Heinicke,WAS,3886.0
2022,Taylor Heinicke,WAS,5745.0
2023,Taylor Heinicke,ATL,6635.0
2024,Taylor Heinicke,LAC,6663.0
1953,Ted Marchibroda,PIT,66.0
1955,Ted Marchibroda,PIT,346.0
1956,Ted Marchibroda,PIT,1931.0
1957,Ted Marchibroda,CRD,2169.0
2014,Teddy Bridgewater,MIN,2919.0
2015,Teddy Bridgewater,MIN,6150.0
2017,Teddy Bridgewater,MIN,6150.0
2018,Teddy Bridgewater,NO,6268.0
2019,Teddy Bridgewater,NO,7652.0
2020,Teddy Bridgewater,CAR,11385.0
2021,Teddy Bridgewater,DEN,14437.0
2022,Teddy Bridgewater,MIA,15120.0
2023,Teddy Bridgewater,DET,15120.0
2001,Tee Martin,PIT,0.0
2003,Tee Martin,LV,69.0
1963,Terry Baker,RAM,140.0
1970,Terry Bradshaw,PIT,1410.0
1971,Terry Bradshaw,PIT,3669.0
1972,Terry Bradshaw,PIT,5556.0
1973,Terry Bradshaw,PIT,6739.0
1974,Terry Bradshaw,PIT,7524.0
1975,Terry Bradshaw,PIT,9579.0
1976,Terry Bradshaw,PIT,10756.0
1977,Terry Bradshaw,PIT,13279.0
1978,Terry Bradshaw,PIT,16194.0
1979,Terry Bradshaw,PIT,19918.0
1980,Terry Bradshaw,PIT,23257.0
1981,Terry Bradshaw,PIT,26144.0
1982,Terry Bradshaw,PIT,27912.0
1983,Terry Bradshaw,PIT,27989.0
1969,Terry Hanratty,PIT,716.0
1970,Terry Hanratty,PIT,1558.0
1971,Terry Hanratty,PIT,1717.0
1972,Terry Hanratty,PIT,1740.0
1973,Terry Hanratty,PIT,2383.0
1974,Terry Hanratty,PIT,2478.0
1976,Terry Hanratty,TAM,2510.0
1977,Terry Luck,CLE,316.0
1961,Terry Nofsinger,PIT,78.0
1963,Terry Nofsinger,PIT,124.0
1964,Terry Nofsinger,PIT,159.0
1965,Terry Nofsinger,STL,206.0
1966,Terry Nofsinger,STL,1005.0
1967,Terry Nofsinger,ATL,1357.0
1987,Terry Nugent,IND,47.0
2012,Thad Lewis,CLE,204.0
2013,Thad Lewis,BUF,1296.0
2019,Tim Boyle,GB,15.0
2020,Tim Boyle,GB,15.0
2021,Tim Boyle,DET,541.0
2022,Tim Boyle,CHI,574.0
2023,Tim Boyle,NYJ,934.0
2024,Tim Boyle,NYG,1210.0
1999,Tim Couch,CLE,2447.0
2000,Tim Couch,CLE,3930.0
2001,Tim Couch,CLE,6970.0
2002,Tim Couch,CLE,9812.0
2003,Tim Couch,CLE,11131.0
2003,Tim Hasselbeck,WAS,1012.0
2005,Tim Hasselbeck,NYG,1012.0
2007,Tim Hasselbeck,ARI,1012.0
2000,Tim Rattay,SF,-4.0
2001,Tim Rattay,SF,17.0
2002,Tim Rattay,SF,249.0
2003,Tim Rattay,SF,1105.0
2004,Tim Rattay,SF,3274.0
2005,Tim Rattay,SF,3941.0
2006,Tim Rattay,TB,4689.0
2007,Tim Rattay,ARI,4853.0
1987,Tim Riordan,NOR,0.0
2010,Tim Tebow,DEN,654.0
2011,Tim Tebow,DEN,2383.0
2012,Tim Tebow,NYJ,2422.0
1972,Tim Van Galder,STL,434.0
1989,Timm Rosenbach,PHO,95.0
1990,Timm Rosenbach,PHO,3193.0
1992,Timm Rosenbach,PHO,3676.0
1950,Tobin Rote,GNB,1231.0
1951,Tobin Rote,GNB,2462.0
1952,Tobin Rote,GNB,3730.0
1953,Tobin Rote,GNB,4735.0
1954,Tobin Rote,GNB,7046.0
1955,Tobin Rote,GNB,9023.0
1956,Tobin Rote,GNB,11226.0
1957,Tobin Rote,DET,12296.0
1958,Tobin Rote,DET,13974.0
1959,Tobin Rote,DET,14835.0
1983,Todd Blackledge,KAN,259.0
1984,Todd Blackledge,KAN,1966.0
1985,Todd Blackledge,KAN,3156.0
1986,Todd Blackledge,KAN,4356.0
1987,Todd Blackledge,KAN,4510.0
1988,Todd Blackledge,PIT,5004.0
1989,Todd Blackledge,PIT,5286.0
2001,Todd Bouman,MIN,795.0
2002,Todd Bouman,MIN,880.0
2003,Todd Bouman,NO,961.0
2005,Todd Bouman,NO,1683.0
2010,Todd Bouman,JAX,1905.0
1995,Todd Collins,BUF,112.0
1996,Todd Collins,BUF,851.0
1997,Todd Collins,BUF,3218.0
2001,Todd Collins,KC,3258.0
2002,Todd Collins,KC,3331.0
2003,Todd Collins,KC,3405.0
2004,Todd Collins,KC,3447.0
2005,Todd Collins,KC,3447.0
2007,Todd Collins,WAS,4335.0
2009,Todd Collins,WAS,4479.0
2010,Todd Collins,CHI,4547.0
1987,Todd Hons,DET,552.0
2000,Todd Husak,WAS,-2.0
1991,Todd Marinovich,RAI,243.0
1992,Todd Marinovich,RAI,1345.0
1990,Todd Philcox,CIN,0.0
1991,Todd Philcox,CLE,49.0
1992,Todd Philcox,CLE,266.0
1993,Todd Philcox,CLE,965.0
1997,Todd Philcox,SDG,1138.0
2000,Tom Brady,NE,6.0
2001,Tom Brady,NE,2849.0
2002,Tom Brady,NE,6613.0
2003,Tom Brady,NE,10233.0
2004,Tom Brady,NE,13923.0
2005,Tom Brady,NE,18033.0
2006,Tom Brady,NE,21566.0
2007,Tom Brady,NE,26372.0
2008,Tom Brady,NE,26448.0
2009,Tom Brady,NE,30846.0
2010,Tom Brady,NE,34746.0
2011,Tom Brady,NE,39981.0
2012,Tom Brady,NE,44808.0
2013,Tom Brady,NE,49151.0
2014,Tom Brady,NE,53260.0
2015,Tom Brady,NE,58030.0
2016,Tom Brady,NE,61584.0
2017,Tom Brady,NE,66161.0
2018,Tom Brady,NE,70516.0
2019,Tom Brady,NE,74573.0
2020,Tom Brady,TB,79206.0
2021,Tom Brady,TB,84522.0
2022,Tom Brady,TB,89216.0
2011,Tom Brandstater,LA,0.0
1980,Tom Clements,KAN,77.0
1952,Tom Dublinski,DET,39.0
1953,Tom Dublinski,DET,213.0
1954,Tom Dublinski,DET,1286.0
1958,Tom Dublinski,NYG,1300.0
1981,Tom Flick,WAS,143.0
1982,Tom Flick,NWE,143.0
1984,Tom Flick,CLE,145.0
1986,Tom Flick,SDG,506.0
1990,Tom Hodson,NWE,968.0
1991,Tom Hodson,NWE,1313.0
1992,Tom Hodson,NWE,1809.0
1995,Tom Hodson,NOR,1823.0
1966,Tom Kennedy,NYG,748.0
1965,Tom Myers,DET,16.0
1966,Tom Myers,DET,16.0
1950,Tom O'Malley,GNB,31.0
1951,Tom O'Malley,GNB,62.0
1974,Tom Owen,SFO,1327.0
1975,Tom Owen,SFO,1645.0
1976,Tom Owen,NWE,1652.0
1978,Tom Owen,NWE,1834.0
1979,Tom Owen,NWE,2082.0
1981,Tom Owen,NWE,2300.0
1986,Tom Ramsey,NWE,7.0
1987,Tom Ramsey,NWE,905.0
1988,Tom Ramsey,NWE,1005.0
1989,Tom Ramsey,IND,1285.0
2014,Tom Savage,HOU,127.0
2016,Tom Savage,HOU,588.0
2017,Tom Savage,HOU,2000.0
1988,Tom Tupa,PHO,49.0
1989,Tom Tupa,PHO,1022.0
1991,Tom Tupa,PHO,3075.0
1992,Tom Tupa,IND,3231.0
1995,Tom Tupa,CLE,3256.0
2023,Tommy DeVito,NYG,1101.0
2024,Tommy DeVito,NYG,1358.0
1977,Tommy Kramer,MIN,425.0
1978,Tommy Kramer,MIN,475.0
1979,Tommy Kramer,MIN,3872.0
1980,Tommy Kramer,MIN,7454.0
1981,Tommy Kramer,MIN,11366.0
1982,Tommy Kramer,MIN,13403.0
1983,Tommy Kramer,MIN,13953.0
1984,Tommy Kramer,MIN,15631.0
1985,Tommy Kramer,MIN,19153.0
1986,Tommy Kramer,MIN,22153.0
1987,Tommy Kramer,MIN,22605.0
1988,Tommy Kramer,MIN,23869.0
1989,Tommy Kramer,MIN,24775.0
1990,Tommy Kramer,NOR,24777.0
1992,Tommy Maddox,DEN,757.0
1993,Tommy Maddox,DEN,758.0
1994,Tommy Maddox,RAM,899.0
1995,Tommy Maddox,NYG,948.0
2001,Tommy Maddox,PIT,1102.0
2002,Tommy Maddox,PIT,3938.0
2003,Tommy Maddox,PIT,7352.0
2004,Tommy Maddox,PIT,7681.0
2005,Tommy Maddox,PIT,8087.0
1953,Tommy O'Connell,CHI,437.0
1956,Tommy O'Connell,CLE,988.0
1957,Tommy O'Connell,CLE,2217.0
2020,Tommy Stevens,CAR,0.0
1950,Tommy Thompson,PHI,1608.0
1951,Tommy Thompson,PHI,3216.0
1964,Tommy Wade,PIT,7.0
1965,Tommy Wade,PIT,470.0
1975,Tony Adams,KAN,445.0
1976,Tony Adams,KAN,1020.0
1977,Tony Adams,KAN,1711.0
1978,Tony Adams,KAN,2126.0
1987,Tony Adams,MIN,2733.0
1996,Tony Banks,STL,2544.0
1997,Tony Banks,STL,5798.0
1998,Tony Banks,STL,8333.0
1999,Tony Banks,BAL,10469.0
2000,Tony Banks,BAL,12047.0
2001,Tony Banks,WAS,14433.0
2003,Tony Banks,HOU,15126.0
2004,Tony Banks,HOU,15142.0
2005,Tony Banks,HOU,15315.0
1983,Tony Eason,NWE,557.0
1984,Tony Eason,NWE,3785.0
1985,Tony Eason,NWE,5941.0
1986,Tony Eason,NWE,9269.0
1987,Tony Eason,NWE,9722.0
1988,Tony Eason,NWE,9971.0
1989,Tony Eason,2TM,10987.0
1990,Tony Eason,NYJ,11142.0
1997,Tony Graziani,ATL,41.0
1998,Tony Graziani,ATL,240.0
1999,Tony Graziani,ATL,999.0
2010,Tony Pike,CAR,47.0
1987,Tony Robinson,WAS,152.0
2005,Tony Romo,DAL,0.0
2006,Tony Romo,DAL,2903.0
2007,Tony Romo,DAL,7114.0
2008,Tony Romo,DAL,10562.0
2009,Tony Romo,DAL,15045.0
2010,Tony Romo,DAL,16650.0
2011,Tony Romo,DAL,20834.0
2012,Tony Romo,DAL,25737.0
2013,Tony Romo,DAL,29565.0
2014,Tony Romo,DAL,33270.0
2015,Tony Romo,DAL,34154.0
2016,Tony Romo,DAL,34183.0
1992,Tony Sacca,PHO,29.0
2001,Tory Woodbury,NYJ,0.0
2002,Tory Woodbury,NYJ,0.0
2019,Trace McSorley,BAL,0.0
2020,Trace McSorley,BAL,90.0
2022,Trace McSorley,ARI,502.0
2000,Travis Brown,SEA,0.0
2001,Travis Brown,BUF,201.0
2003,Travis Brown,BUF,361.0
1950,Travis Tidwell,NYG,338.0
1951,Travis Tidwell,NYG,676.0
1994,Trent Dilfer,TAM,433.0
1995,Trent Dilfer,TAM,3207.0
1996,Trent Dilfer,TAM,6066.0
1997,Trent Dilfer,TAM,8621.0
1998,Trent Dilfer,TAM,11350.0
1999,Trent Dilfer,TB,12969.0
2000,Trent Dilfer,BAL,14471.0
2001,Trent Dilfer,SEA,15485.0
2002,Trent Dilfer,SEA,16667.0
2003,Trent Dilfer,SEA,16698.0
2004,Trent Dilfer,SEA,17031.0
2005,Trent Dilfer,CLE,19352.0
2007,Trent Dilfer,SF,20518.0
2007,Trent Edwards,BUF,1630.0
2008,Trent Edwards,BUF,4329.0
2009,Trent Edwards,BUF,5498.0
2010,Trent Edwards,JAX,6019.0
2012,Trent Edwards,PHI,6033.0
1997,Trent Green,WAS,0.0
1998,Trent Green,WAS,3441.0
2000,Trent Green,STL,5504.0
2001,Trent Green,KC,9287.0
2002,Trent Green,KC,12977.0
2003,Trent Green,KC,17016.0
2004,Trent Green,KC,21605.0
2005,Trent Green,KC,25619.0
2006,Trent Green,KC,26961.0
2007,Trent Green,MIA,27948.0
2008,Trent Green,LA,28473.0
2016,Trevone Boykin,SEA,145.0
2021,Trevor Lawrence,JAX,3641.0
2022,Trevor Lawrence,JAX,7754.0
2023,Trevor Lawrence,JAX,11770.0
2024,Trevor Lawrence,JAX,13815.0
2015,Trevor Siemian,DEN,0.0
2016,Trevor Siemian,DEN,3401.0
2017,Trevor Siemian,DEN,5686.0
2019,Trevor Siemian,NYJ,5689.0
2021,Trevor Siemian,NO,6843.0
2022,Trevor Siemian,CHI,7027.0
2023,Trevor Siemian,NYJ,7751.0
2021,Trey Lance,SF,603.0
2022,Trey Lance,SF,797.0
2024,Trey Lance,DAL,1063.0
1989,Troy Aikman,DAL,1749.0
1990,Troy Aikman,DAL,4328.0
1991,Troy Aikman,DAL,7082.0
1992,Troy Aikman,DAL,10527.0
1993,Troy Aikman,DAL,13627.0
1994,Troy Aikman,DAL,16303.0
1995,Troy Aikman,DAL,19607.0
1996,Troy Aikman,DAL,22733.0
1997,Troy Aikman,DAL,26016.0
1998,Troy Aikman,DAL,28346.0
1999,Troy Aikman,DAL,31310.0
2000,Troy Aikman,DAL,32942.0
2007,Troy Smith,BAL,452.0
2008,Troy Smith,BAL,534.0
2009,Troy Smith,BAL,558.0
2010,Troy Smith,SF,1734.0
1990,Troy Taylor,NYJ,49.0
1991,Troy Taylor,NYJ,125.0
2020,Tua Tagovailoa,MIA,1814.0
2021,Tua Tagovailoa,MIA,4467.0
2022,Tua Tagovailoa,MIA,8015.0
2023,Tua Tagovailoa,MIA,12639.0
2024,Tua Tagovailoa,MIA,15506.0
1981,Turk Schonert,CIN,166.0
1982,Turk Schonert,CIN,172.0
1983,Turk Schonert,CIN,1331.0
1984,Turk Schonert,CIN,2276.0
1985,Turk Schonert,CIN,2736.0
1986,Turk Schonert,ATL,3768.0
1988,Turk Schonert,CIN,3788.0
1989,Turk Schonert,CIN,3788.0
1993,Ty Detmer,GNB,26.0
1995,Ty Detmer,GNB,107.0
1996,Ty Detmer,PHI,3018.0
1997,Ty Detmer,PHI,4585.0
1998,Ty Detmer,SFO,4897.0
1999,Ty Detmer,CLE,5445.0
2001,Ty Detmer,DET,6351.0
2017,Tyler Bray,KC,0.0
2020,Tyler Bray,CHI,18.0
2020,Tyler Huntley,BAL,15.0
2021,Tyler Huntley,BAL,1096.0
2022,Tyler Huntley,BAL,1754.0
2023,Tyler Huntley,BAL,1957.0
2024,Tyler Huntley,MIA,2786.0
2010,Tyler Palko,KC,35.0
2011,Tyler Palko,KC,831.0
2007,Tyler Thigpen,KC,41.0
2008,Tyler Thigpen,KC,2649.0
2009,Tyler Thigpen,MIA,2732.0
2010,Tyler Thigpen,MIA,3167.0
2011,Tyler Thigpen,BUF,3192.0
2012,Tyler Thigpen,BUF,3222.0
2011,Tyrod Taylor,BAL,18.0
2012,Tyrod Taylor,BAL,197.0
2013,Tyrod Taylor,BAL,199.0
2014,Tyrod Taylor,BAL,199.0
2015,Tyrod Taylor,BUF,3234.0
2016,Tyrod Taylor,BUF,6257.0
2017,Tyrod Taylor,BUF,9056.0
2018,Tyrod Taylor,CLE,9529.0
2019,Tyrod Taylor,LAC,9562.0
2020,Tyrod Taylor,LAC,9770.0
2021,Tyrod Taylor,HOU,10736.0
2022,Tyrod Taylor,NYG,10794.0
2023,Tyrod Taylor,NYG,12135.0
2024,Tyrod Taylor,NYJ,12254.0
2023,Tyson Bagent,CHI,859.0
2024,Tyson Bagent,CHI,870.0
1978,Vince Evans,CHI,38.0
1979,Vince Evans,CHI,546.0
1980,Vince Evans,CHI,2585.0
1981,Vince Evans,CHI,4939.0
1982,Vince Evans,CHI,5064.0
1983,Vince Evans,CHI,6172.0
1987,Vince Evans,RAI,6802.0
1989,Vince Evans,RAI,6852.0
1990,Vince Evans,RAI,6888.0
1991,Vince Evans,RAI,7015.0
1992,Vince Evans,RAI,7387.0
1993,Vince Evans,RAI,8027.0
1994,Vince Evans,RAI,8249.0
1995,Vince Evans,OAK,9485.0
1977,Vince Ferragamo,RAM,83.0
1978,Vince Ferragamo,RAM,197.0
1979,Vince Ferragamo,RAM,975.0
1980,Vince Ferragamo,RAM,4174.0
1982,Vince Ferragamo,RAM,5783.0
1983,Vince Ferragamo,RAM,9059.0
1984,Vince Ferragamo,RAM,9376.0
1985,Vince Ferragamo,BUF,11053.0
1986,Vince Ferragamo,GNB,11336.0
2006,Vince Young,TEN,2199.0
2007,Vince Young,TEN,4745.0
2008,Vince Young,TEN,4964.0
2009,Vince Young,TEN,6843.0
2010,Vince Young,TEN,8098.0
2011,Vince Young,PHI,8964.0
1987,Vinny Testaverde,TAM,1081.0
1988,Vinny Testaverde,TAM,4321.0
1989,Vinny Testaverde,TAM,7454.0
1990,Vinny Testaverde,TAM,10272.0
1991,Vinny Testaverde,TAM,12266.0
1992,Vinny Testaverde,TAM,14820.0
1993,Vinny Testaverde,CLE,16617.0
1994,Vinny Testaverde,CLE,19192.0
1995,Vinny Testaverde,CLE,22075.0
1996,Vinny Testaverde,BAL,26252.0
1997,Vinny Testaverde,BAL,29223.0
1998,Vinny Testaverde,NYJ,32479.0
1999,Vinny Testaverde,NYJ,32575.0
2000,Vinny Testaverde,NYJ,36307.0
2001,Vinny Testaverde,NYJ,39059.0
2002,Vinny Testaverde,NYJ,39558.0
2003,Vinny Testaverde,NYJ,40943.0
2004,Vinny Testaverde,DAL,44475.0
2005,Vinny Testaverde,NYJ,45252.0
2006,Vinny Testaverde,NE,45281.0
2007,Vinny Testaverde,CAR,46217.0
1968,Virgil Carter,CHI,769.0
1969,Virgil Carter,CHI,1112.0
1970,Virgil Carter,CIN,2759.0
1971,Virgil Carter,CIN,4383.0
1972,Virgil Carter,CIN,4962.0
1975,Virgil Carter,SDG,4986.0
1976,Virgil Carter,CHI,5063.0
1981,Wade Wilson,MIN,48.0
1983,Wade Wilson,MIN,172.0
1984,Wade Wilson,MIN,1191.0
1985,Wade Wilson,MIN,1595.0
1986,Wade Wilson,MIN,2760.0
1987,Wade Wilson,MIN,4866.0
1988,Wade Wilson,MIN,7612.0
1989,Wade Wilson,MIN,10155.0
1990,Wade Wilson,MIN,11310.0
1991,Wade Wilson,MIN,12135.0
1992,Wade Wilson,ATL,13501.0
1993,Wade Wilson,NOR,15958.0
1994,Wade Wilson,NOR,16130.0
1995,Wade Wilson,DAL,16521.0
1996,Wade Wilson,DAL,16600.0
1997,Wade Wilson,DAL,16715.0
1998,Wade Wilson,OAK,17283.0
1998,Wally Richardson,BAL,1.0
1987,Walter Briggs,NYJ,0.0
1984,Warren Moon,HOU,3338.0
1985,Warren Moon,HOU,6047.0
1986,Warren Moon,HOU,9536.0
1987,Warren Moon,HOU,12342.0
1988,Warren Moon,HOU,14669.0
1989,Warren Moon,HOU,18300.0
1990,Warren Moon,HOU,22989.0
1991,Warren Moon,HOU,27679.0
1992,Warren Moon,HOU,30200.0
1993,Warren Moon,HOU,33685.0
1994,Warren Moon,MIN,37949.0
1995,Warren Moon,MIN,42177.0
1996,Warren Moon,MIN,43787.0
1997,Warren Moon,SEA,47465.0
1998,Warren Moon,SEA,49097.0
1999,Warren Moon,KC,49117.0
2000,Warren Moon,KC,49325.0
1970,Wayne Clark,SDG,48.0
1972,Wayne Clark,SDG,115.0
1973,Wayne Clark,SDG,647.0
1974,Wayne Clark,CIN,745.0
1975,Will Cureton,CLE,95.0
1992,Will Furrer,CHI,89.0
1995,Will Furrer,HOU,572.0
2019,Will Grier,CAR,228.0
2023,Will Levis,TEN,1808.0
2024,Will Levis,TEN,3899.0
1987,Willie Gillus,GNB,28.0
1953,Willie Thrower,CHI,27.0
1987,Willie Totten,BUF,155.0
1950,Y.A. Tittle,BCL,1884.0
1951,Y.A. Tittle,BCL,3768.0
1952,Y.A. Tittle,SFO,5175.0
1953,Y.A. Tittle,SFO,7296.0
1954,Y.A. Tittle,SFO,9501.0
1955,Y.A. Tittle,SFO,11686.0
1956,Y.A. Tittle,SFO,13327.0
1957,Y.A. Tittle,SFO,15484.0
1958,Y.A. Tittle,SFO,16951.0
1959,Y.A. Tittle,SFO,18282.0
1960,Y.A. Tittle,SFO,18976.0
1961,Y.A. Tittle,NYG,21248.0
1962,Y.A. Tittle,NYG,24472.0
1963,Y.A. Tittle,NYG,27617.0
1964,Y.A. Tittle,NYG,29415.0
2014,Zach Mettenberger,TEN,1412.0
2015,Zach Mettenberger,TEN,2347.0
2021,Zach Wilson,NYJ,2334.0
2022,Zach Wilson,NYJ,4022.0
2023,Zach Wilson,NYJ,6293.0
1954,Zeke Bratkowski,CHI,1087.0
1957,Zeke Bratkowski,CHI,1614.0
1958,Zeke Bratkowski,CHI,2185.0
1959,Zeke Bratkowski,CHI,2588.0
1960,Zeke Bratkowski,CHI,3639.0
1961,Zeke Bratkowski,RAM,5186.0
1962,Zeke Bratkowski,RAM,6727.0
1963,Zeke Bratkowski,2TM,7294.0
1963,Zeke Bratkowski,RAM,7765.0
1963,Zeke Bratkowski,GNB,7861.0
1964,Zeke Bratkowski,GNB,8138.0
1965,Zeke Bratkowski,GNB,8486.0
1966,Zeke Bratkowski,GNB,9055.0
1967,Zeke Bratkowski,GNB,9779.0
1968,Zeke Bratkowski,GNB,10614.0
1971,Zeke Bratkowski,GNB,10912.0
